id,verdict,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31,val32,val33,val34,val35,val36,val37,val38,val39,val40,val41,val42,val43,val44,val45,val46,val47,val48,val49,val50,val51,val52,val53,val54,val55,val56,val57,val58,val59,val60,val61,val62,val63,val64,val65,val66,val67,val68,val69,val70,val71
31889311,0,3,138.39,71.8,185.52,141.07,113.74,579.63,130.69,2257.56,130.5,2459.47,166.46,86.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.12,0,604.24,102.9,2440.67,162.64,2556.23,279.76,0,366.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36,119.655740740741,2202.14,403.701509922047,162974.90911334,102.9,758.667777777778,2556.23,941.388273429523,886211.881350618
87944807,0,3,330.06,143.26,1242.2,312.14,453.77,636.58,599.15,104.48,525.07,566.52,471.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,520,515,0,1060,0,1024,0,315,400,477,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4701587301587,425.39,93.6231583495231,8765.29577933988,315,483.272727272727,624,79.516826017106,6322.92561983471
63876843,0,0,405.46,188.05,138.31,242.39,165.78,167.43,90.52,181.45,239.28,64.02,125.31,236.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,194.48,179.55,177.62,0,434.67,0,188,273.48,162.18,130.81,117.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.634126984127,282.48,40.2221764479012,1617.8234782061,117.3,184.735454545455,273.48,46.7119794570235,2182.00902479339
65603349,0,1,2463.6,4329.27,1403,2770.31,1358.93,1822.26,1321,1039.21,974.82,1024.4,766.19,767.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849.05,3273.06,0,3000,2447.28,1020,870.26,1105.19,1132.21,624.18,1087.8,2338.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0692444444444,2617,255.150188182669,65101.6185296514,624.18,1442.09076923077,2447.28,591.911093901798,350358.743084024
32424252,0,2,456.36,398.55,331.6,2040.27,2104.49,166.91,1222.9,81.51,91.75,407.11,215.83,114.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.58,244.42,2161.12,394,1014.9,1175,79.31,94.16,632,116.63,0,521.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7400000000001,1003.94,144.628856773563,20917.5062116279,79.31,651.633636363636,2161.12,592.781684621869,351390.12562314
55373630,0,3,272.91,0,236.67,209.12,255.76,466.99,46.48,438.91,386.26,0,2.1,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.58,364.35,86.67,550.8,47.7,0,93.73,0,0,232.05,735.42,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29.6417721518987,244.4,40.8643670026879,1669.89649053036,47.7,345.588888888889,735.42,229.955041134588,52879.3209432099
90586340,0,1,3250.98,2774.79,3269.68,3463.06,2611.33,2678.01,5047,3911.86,3420.16,2420.27,1775.71,2591.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,3079.7,3659.44,2775.48,5060,0,3229,3450.5,1824.13,2721.6,4236.04,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5787174348697,1611.6,116.119697023511,13483.784036832,49.44,2155.180625,4000,1027.12283711874,1054981.32253086
33177879,0,0,269.01,371.25,628.3,367.35,303.41,566.86,971.65,581.34,842.35,1049.98,225.78,270.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,599,330.72,624,928.2,495.02,951,974.77,264.62,369.66,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.26,76.755,425.39,53.2425115123513,2834.76503214286,264.62,579.362727272727,974.77,254.741884413184,64893.4276743802
84269808,0,0,468.93,608.39,730.26,141.81,294.2,367.38,404.49,448.48,398.88,263.37,135.14,359.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401.59,0,294.32,82.39,684.6,468.18,437.78,257.04,225.57,352.98,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16,59.2401282051282,450.11,70.1231572360571,4917.25718075279,82.39,409.95,919.02,220.809910021349,48757.0163636364
17489670,0,0,2536.91,2989.79,2215.45,2201.78,3569.24,977.71,2218.53,2445.89,2877.31,2051.88,1970.84,2037.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730.64,2734.8,3738,1647.3,1804.38,2673.84,0,3430.35,1906,1760.52,2156.05,1147.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4056756756757,1616,92.7287906588836,8598.62861705906,1147.98,2339.07818181818,3738,757.315714046757,573527.090742149
58305537,0,1,0,0,0,0,0,1362.83,468.45,573.52,612.28,498.84,270.23,420.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.18,475.94,562.64,705.55,719.68,0,589.05,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.3682474226804,1248.68,126.715842466442,16056.90473198,231,651.291428571429,1275.18,296.64409133932,87997.7169265306
70780295,0,0,95.21,340.61,344.67,71.78,211.69,648.72,993.45,126.94,218.54,87.89,115.02,117.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.76,221.52,0,135.45,389,1136.09,187.86,242.05,89.88,118.72,152,140.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47.4981690140845,606.32,74.7613862317666,5589.26487129538,89.88,281.093636363636,1136.09,282.352038010345,79722.673368595
33565730,0,4,184.09,130.98,163.3,48.95,10.5,718.6,239.11,100.47,124.73,126.06,46.5,80.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,210,0,863.6,341.33,0,234.6,0,176.75,251.34,0,134.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,44.8479545454545,644.8,96.6814707635229,9347.30678899793,104,219.296363636364,632.4,146.279003916409,21397.5469867769
60132594,0,0,140.18,202.79,316.48,748.81,451.29,573.79,168.3,584.12,172.48,266.98,100.05,46.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.53,396.44,1084.65,553.11,210.08,0,585.52,173.04,264.71,94,229.5,122.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,69.8553703703704,520,86.6261905206623,7504.09688412208,94,337.845833333333,1084.65,272.784674681281,74411.4787409722
14668702,0,0,397.08,335.11,672.38,293.35,180.31,337.27,795.94,1312.35,808.39,312.21,384.06,511.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.62,907.36,172.64,325.52,787.44,984,919.02,0,546.77,572,330.72,358.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32,73.7146511627907,416.16,66.5480875740395,4428.64795976204,172.64,553.467272727273,984,289.231077799896,83654.6163652893
12224162,0,0,630.29,335.04,635.2,542.28,181.17,401.72,520.09,701.31,585.11,665.97,793.05,732.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.06,0,909.21,0,0,724.88,757,679.12,754.95,786,721.35,868.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44,61.6882568807339,150,29.6464790008025,878.913717145021,431.21,696.941,868.84,130.289259837486,16975.291229
94107688,0,2,2118.7,1151.67,1202.01,2615.96,982.63,1723.19,1046.74,2731.49,1238.68,1593.88,1078.75,1880.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,2200,1632,1155,0,2730,1737.2,0,1515,1236,2118.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0357621951219,810.16,93.2141183958819,8688.8718683215,1020,1704.86,2730,527.132388515658,277868.555022222
99984767,0,0,1432.37,2522.36,864.49,1660.92,463.2,1068.8,1027.95,685.32,519.65,493.06,283.38,435.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352.5,1777.8,685,831,844.92,882.68,1287.26,1490.96,204,433.76,431.58,269.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.574,2093.52,226.597664714357,51346.501654,29.58,310.557297297297,1050,256.245567499158,65661.7908629657
90886062,0,0,881.31,862.75,529.22,564.47,271.15,636.55,654.31,561.55,339,766.72,8.49,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,586,0,514.5,408.72,861.08,585.04,512.53,736.7,24.61,9.63,28.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7351428571428,269.64,37.4698369336822,1403.98867983673,9.63,446.917272727273,861.08,284.431867447786,80901.4872198347
78715594,0,0,135.27,432.8,105.8,29.29,256.87,121.06,38.2,115.86,368.14,136.24,58.78,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.66,0,111.3,113.4,200.55,102,70.62,434.42,135.45,53.56,169.6,256.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33.2523728813559,251.94,41.4744325300717,1720.12855369147,53.56,185.305454545455,434.42,120.755673186031,14581.9326066116
82055618,0,0,399.08,1255.56,288.7,1217.56,442.02,198.99,469.4,279.14,619.51,413.11,85.81,69.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.5,153,1161.5,425.06,477.73,159,391.62,679,0,87.15,68.34,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9760975609756,697.31,111.46470510781,12424.380484771,68.34,472.354545454545,1245.5,387.464271229411,150128.561479339
58022132,1,0,837.57,592.4,488.63,192.63,92.02,444.33,626.06,101.74,273.52,571.47,120.36,309.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.04,403.92,124.12,268.8,547.96,508.56,149.8,479.4,146.28,0,338.14,266.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,50.0025806451613,331.76,49.4436799162729,2444.67748366285,124.12,347.112727272727,585.04,161.101352688351,25953.6458380165
99604022,0,0,345.08,223.62,356.26,128.91,123.4,21.21,68.5,133.46,543.44,102.64,15.3,39.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.84,0,488.08,0,62.22,63,121.98,486.54,194.82,15.45,38.38,196.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.84,38.922037037037,234,33.5839303161513,1127.88037548011,15.45,177.653636363636,486.54,136.741591217139,18698.262768595
59804116,0,0,839.01,974.74,1158.89,634.64,1000.96,524.42,324.24,180.53,71.83,135.85,26.26,402.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.7,1009.8,1099.89,0,974.23,0,242.74,71.4,39.78,27.81,542.49,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6331782945737,474.24,73.4277291050619,5391.63140152635,27.81,501.258181818182,1099.89,364.217053911992,132654.062360331
25809739,1,4,58.16,1643.19,799.05,808.91,1057.84,1154.49,989.93,1252.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.4,428,306,0,749.5,337.3,128.4,1066.23,0,165.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.3410588235294,682.89,118.200350412773,13971.3228377024,20.4,253.299285714286,521.18,135.573409343124,18380.1493209184
